STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,VALUE_ADDED_SOURCE_AREA,Value added origin area,VALUE_ADDED_SOURCE_ACTIVITY,Value added origin activity,EXPORTING_AREA,Exporting area,EXPORTING_ACTIVITY,Exporting activity,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,OECD,OECD,_T,Total - All activities,USD,US dollar,A,Annual,2009,,8383.588,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,OECD,OECD,_T,Total - All activities,USD,US dollar,A,Annual,2011,,9722.614,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,OECD,OECD,_T,Total - All activities,USD,US dollar,A,Annual,2014,,11040.645,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,WXOECD,Non-OECD economies,_T,Total - All activities,USD,US dollar,A,Annual,2015,,818.606,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,OECD,OECD,_T,Total - All activities,USD,US dollar,A,Annual,2015,,11070.201,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,WXOECD,Non-OECD economies,_T,Total - All activities,USD,US dollar,A,Annual,2016,,781.82,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,OECD,OECD,_T,Total - All activities,USD,US dollar,A,Annual,2016,,10504.463,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,WXOECD,Non-OECD economies,_T,Total - All activities,USD,US dollar,A,Annual,2020,,637.438,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,OECD,OECD,_T,Total - All activities,USD,US dollar,A,Annual,2020,,7683.46,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,WXOECD,Non-OECD economies,_T,Total - All activities,USD,US dollar,A,Annual,2021,,691.58,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,OECD,OECD,_T,Total - All activities,USD,US dollar,A,Annual,2002,,4069.185,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,WXOECD,Non-OECD economies,_T,Total - All activities,USD,US dollar,A,Annual,2004,,546.684,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,OECD,OECD,_T,Total - All activities,USD,US dollar,A,Annual,2006,,6518.532,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,WXOECD,Non-OECD economies,_T,Total - All activities,USD,US dollar,A,Annual,2017,,677.935,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,OECD,OECD,_T,Total - All activities,USD,US dollar,A,Annual,2017,,9456.095,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,WXOECD,Non-OECD economies,_T,Total - All activities,USD,US dollar,A,Annual,2019,,767.112,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,OECD,OECD,_T,Total - All activities,USD,US dollar,A,Annual,2021,,8015.907,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,OECD,OECD,_T,Total - All activities,USD,US dollar,A,Annual,2000,,4705.902,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,OECD,OECD,_T,Total - All activities,USD,US dollar,A,Annual,2003,,3709.056,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,WXOECD,Non-OECD economies,_T,Total - All activities,USD,US dollar,A,Annual,2005,,674.658,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,OECD,OECD,_T,Total - All activities,USD,US dollar,A,Annual,2005,,5247.418,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,OECD,OECD,_T,Total - All activities,USD,US dollar,A,Annual,2007,,8131.027,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,OECD,OECD,_T,Total - All activities,USD,US dollar,A,Annual,2008,,9579.99,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,WXOECD,Non-OECD economies,_T,Total - All activities,USD,US dollar,A,Annual,2011,,878.105,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,WXOECD,Non-OECD economies,_T,Total - All activities,USD,US dollar,A,Annual,2012,,862.635,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,WXOECD,Non-OECD economies,_T,Total - All activities,USD,US dollar,A,Annual,2014,,840.22,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,USA,United States,J61,Telecommunications,OECD,OECD,_T,Total - All activities,USD,US dollar,A,Annual,2022,,7944.61,,6,Millions
