STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,VALUE_ADDED_SOURCE_AREA,Value added origin area,VALUE_ADDED_SOURCE_ACTIVITY,Value added origin activity,EXPORTING_AREA,Exporting area,EXPORTING_ACTIVITY,Exporting activity,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,CHN,China (People’s Republic of),_T,Total - All activities,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2002,,11.151,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,CHN,China (People’s Republic of),_T,Total - All activities,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2001,,10.431,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,CHN,China (People’s Republic of),_T,Total - All activities,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2016,,145.357,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,CHN,China (People’s Republic of),_T,Total - All activities,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2006,,53.03,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,CHN,China (People’s Republic of),_T,Total - All activities,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2015,,159.822,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,CHN,China (People’s Republic of),_T,Total - All activities,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2014,,163.237,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,CHN,China (People’s Republic of),_T,Total - All activities,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2013,,132.847,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,CHN,China (People’s Republic of),_T,Total - All activities,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2020,,130.23,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,CHN,China (People’s Republic of),_T,Total - All activities,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2004,,30.204,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,CHN,China (People’s Republic of),_T,Total - All activities,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2000,,9.355,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,CHN,China (People’s Republic of),_T,Total - All activities,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2021,,150.977,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,CHN,China (People’s Republic of),_T,Total - All activities,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2019,,154.071,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_EXGRVA@DF_EXGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross exports,I,EXGRVA,Origin of value added in gross exports,CHN,China (People’s Republic of),_T,Total - All activities,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2012,,141.322,,6,Millions
