STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,VALUE_ADDED_SOURCE_AREA,Value added origin area,VALUE_ADDED_SOURCE_ACTIVITY,Value added origin activity,FINAL_DEMAND_AREA,Final demand area,FINAL_DEMAND_ACTIVITY,Final demand activity,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,USA,United States,J61,Telecommunications,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2019,,205811.848,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,USA,United States,J61,Telecommunications,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2004,,117475.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,USA,United States,J61,Telecommunications,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2000,,91190.795,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,USA,United States,J61,Telecommunications,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2015,,172001.12,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,USA,United States,J61,Telecommunications,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2014,,165934.239,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,USA,United States,J61,Telecommunications,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2008,,149118.187,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,USA,United States,J61,Telecommunications,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2001,,92831.185,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,USA,United States,J61,Telecommunications,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2020,,198787.727,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,USA,United States,J61,Telecommunications,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2017,,183909.443,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,USA,United States,J61,Telecommunications,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2007,,142763.693,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,USA,United States,J61,Telecommunications,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2002,,91088.187,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,USA,United States,J61,Telecommunications,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2005,,123993.075,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,USA,United States,J61,Telecommunications,USA,United States,J61,Telecommunications,USD,US dollar,A,Annual,2003,,109904.698,,6,Millions
