STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,VALUE_ADDED_SOURCE_AREA,Value added origin area,VALUE_ADDED_SOURCE_ACTIVITY,Value added origin activity,FINAL_DEMAND_AREA,Final demand area,FINAL_DEMAND_ACTIVITY,Final demand activity,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,NGA,Nigeria,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2020,,23650.658,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,MLT,Malta,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2020,,115.418,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,EGY,Egypt,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2020,,6530.446,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,HKG,Hong Kong (China),J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2020,,3518.263,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,BRN,Brunei Darussalam,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2020,,154.866,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,BRA,Brazil,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2020,,9593.132,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,KOR,Korea,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2020,,9489.411,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,ISR,Israel,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2020,,2672.723,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,CRI,Costa Rica,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2020,,625.606,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,FIN,Finland,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2020,,1267.877,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,PAK,Pakistan,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2019,,4870.997,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,ROU,Romania,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2019,,1723.35,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,JOR,Jordan,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2019,,867.633,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,MMR,Myanmar,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2019,,900.949,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,COD,Democratic Republic of the Congo,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2019,,495.44,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,KAZ,Kazakhstan,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2019,,1621.799,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,IND,India,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2019,,15737.487,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,EGY,Egypt,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2019,,5662.838,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,KHM,Cambodia,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2019,,370.087,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,BGR,Bulgaria,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2019,,675.525,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,BRN,Brunei Darussalam,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2019,,180.701,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,SVN,Slovenia,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2019,,337.748,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,PRT,Portugal,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2019,,1610.304,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,GRC,Greece,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2019,,2044.591,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,BEL,Belgium,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2019,,3202.712,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,AUS,Australia,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2019,,5511.938,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,CAN,Canada,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2019,,18547.692,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,VNM,Viet Nam,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2018,,1963.064,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,ZAF,South Africa,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2018,,6781.614,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,SAU,Saudi Arabia,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2018,,8159.713,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,STP,Sao Tome and Principe,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2018,,6.032,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,MAR,Morocco,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2018,,1666.69,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,LAO,Lao People’s Democratic Republic,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2018,,184.478,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,JOR,Jordan,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2018,,849.734,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,BLR,Belarus,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2018,,660.623,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,KHM,Cambodia,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2018,,347.973,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,GBR,United Kingdom,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2018,,24047.7,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,NZL,New Zealand,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2018,,1126.465,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,LVA,Latvia,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2018,,341.859,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,LTU,Lithuania,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2018,,365.213,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,CHL,Chile,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2018,,2731.574,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,FRA,France,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2018,,13896.361,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,VNM,Viet Nam,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2017,,1817.184,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,UKR,Ukraine,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2017,,779.538,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,STP,Sao Tome and Principe,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2017,,5.483,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,SGP,Singapore,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2017,,2020.379,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,ROU,Romania,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2017,,1899.486,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,MAR,Morocco,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2017,,1563.046,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,COD,Democratic Republic of the Congo,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2017,,470.514,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,CHN,China (People’s Republic of),J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2017,,59847.072,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,BGD,Bangladesh,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2017,,3732.456,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,BRA,Brazil,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2017,,13321.525,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,CHE,Switzerland,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2017,,3685.514,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in final demand,I,FDVA,Origin of value added in final demand,JPN,Japan,J61,Telecommunications,W,World,J61,Telecommunications,USD,US dollar,A,Annual,2017,,56007.313,,6,Millions
